total_comments,root_degree,avg_tree_size,avg_depth
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
83,20,4.2,2.2
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
8,5,1.6,1.4
45,21,2.1,1.9
17,9,1.9,1.6
1,1,1.0,1.0
8,4,2.0,1.8
15,9,1.7,1.6
1,1,1.0,1.0
22,7,3.1,2.4
1,1,1.0,1.0
3,2,1.5,1.5
18,7,2.6,2.1
1,1,1.0,1.0
3,3,1.0,1.0
3,3,1.0,1.0
135,24,5.6,2.6
4,2,2.0,2.0
4,3,1.3,1.3
1,1,1.0,1.0
147,31,4.7,2.4
23,6,3.8,2.3
5,3,1.7,1.3
10,4,2.5,2.2
2,2,1.0,1.0
1,1,1.0,1.0
39,17,2.3,1.9
1,1,1.0,1.0
1,1,1.0,1.0
26,10,2.6,2.2
6,6,1.0,1.0
12,4,3.0,2.8
9,2,4.5,2.0
35,7,5.0,4.1
1,1,1.0,1.0
5,2,2.5,2.5
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
6,5,1.2,1.2
1,1,1.0,1.0
1,1,1.0,1.0
3,3,1.0,1.0
15,9,1.7,1.7
1,1,1.0,1.0
4,3,1.3,1.3
12,4,3.0,2.2
32,22,1.5,1.2
1,1,1.0,1.0
4,4,1.0,1.0
1,1,1.0,1.0
12,8,1.5,1.4
11,9,1.2,1.2
8,2,4.0,2.5
19,6,3.2,2.2
1,1,1.0,1.0
30,13,2.3,1.8
118,24,4.9,2.9
12,4,3.0,2.0
2,1,2.0,2.0
2,2,1.0,1.0
1,1,1.0,1.0
326,91,3.6,2.0
3,3,1.0,1.0
684,350,2.0,1.3
6,3,2.0,1.7
11,4,2.8,2.5
1,1,1.0,1.0
6,4,1.5,1.5
2,2,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
111,24,4.6,2.6
1,1,1.0,1.0
1,1,1.0,1.0
4,4,1.0,1.0
23,7,3.3,2.3
1,1,1.0,1.0
3,3,1.0,1.0
1,1,1.0,1.0
14,8,1.8,1.8
1,1,1.0,1.0
40,8,5.0,3.6
30,5,6.0,3.0
1,1,1.0,1.0
1,1,1.0,1.0
14,11,1.3,1.3
1,1,1.0,1.0
7,5,1.4,1.4
9,7,1.3,1.3
1,1,1.0,1.0
1,1,1.0,1.0
10,4,2.5,2.5
23,5,4.6,3.2
9,3,3.0,2.3
3,3,1.0,1.0
3,3,1.0,1.0
9,5,1.8,1.8
13,3,4.3,3.3
14,5,2.8,2.2
1,1,1.0,1.0
26,11,2.4,2.3
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
4,2,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
53,9,5.9,3.9
7,4,1.8,1.8
13,10,1.3,1.3
35,6,5.8,5.0
10,8,1.2,1.2
1,1,1.0,1.0
5,4,1.2,1.2
161,25,6.4,3.3
1,1,1.0,1.0
1,1,1.0,1.0
24,7,3.4,2.4
1,1,1.0,1.0
10,7,1.4,1.4
6,6,1.0,1.0
2,2,1.0,1.0
37,11,3.4,2.5
1,1,1.0,1.0
9,5,1.8,1.8
15,8,1.9,1.9
1,1,1.0,1.0
4,1,4.0,4.0
1,1,1.0,1.0
4,2,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
10,8,1.2,1.2
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
5,4,1.2,1.2
54,23,2.3,2.1
4,3,1.3,1.3
178,46,3.9,1.9
7,3,2.3,2.3
35,15,2.3,1.7
1,1,1.0,1.0
1,1,1.0,1.0
4,4,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
6,6,1.0,1.0
9,7,1.3,1.1
6,3,2.0,2.0
2,2,1.0,1.0
9,4,2.2,2.2
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
12,8,1.5,1.5
1,1,1.0,1.0
17,9,1.9,1.9
4,4,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
18,9,2.0,2.0
6,1,6.0,4.0
176,10,17.6,4.1
2,1,2.0,2.0
23,10,2.3,2.0
42,14,3.0,2.5
4,4,1.0,1.0
11,5,2.2,2.2
246,38,6.5,3.0
14,3,4.7,3.7
3,1,3.0,3.0
1,1,1.0,1.0
3,3,1.0,1.0
17,10,1.7,1.6
3,3,1.0,1.0
6,2,3.0,3.0
1,1,1.0,1.0
2,2,1.0,1.0
4,3,1.3,1.3
9,6,1.5,1.3
1,1,1.0,1.0
1,1,1.0,1.0
3,3,1.0,1.0
16,10,1.6,1.4
2,2,1.0,1.0
1,1,1.0,1.0
16,7,2.3,2.0
29,14,2.1,1.9
3,1,3.0,2.0
253,87,2.9,1.9
2,2,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
3,2,1.5,1.5
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
9,4,2.2,1.8
1,1,1.0,1.0
1,1,1.0,1.0
38,28,1.4,1.3
3,3,1.0,1.0
1,1,1.0,1.0
6,6,1.0,1.0
18,11,1.6,1.5
1,1,1.0,1.0
1,1,1.0,1.0
7,6,1.2,1.2
1,1,1.0,1.0
67,17,3.9,3.1
18,6,3.0,2.0
7,7,1.0,1.0
1,1,1.0,1.0
4,3,1.3,1.3
77,30,2.6,2.1
29,17,1.7,1.4
10,3,3.3,2.3
1,1,1.0,1.0
14,10,1.4,1.3
17,10,1.7,1.4
41,9,4.6,3.3
102,46,2.2,1.8
2,2,1.0,1.0
2,2,1.0,1.0
113,23,4.9,2.6
2,2,1.0,1.0
210,42,5.0,2.1
13,9,1.4,1.4
13,4,3.2,2.2
1,1,1.0,1.0
1,1,1.0,1.0
62,22,2.8,2.2
2,2,1.0,1.0
40,9,4.4,2.8
1,1,1.0,1.0
8,5,1.6,1.4
43,13,3.3,2.6
15,12,1.2,1.2
22,14,1.6,1.6
4,2,2.0,2.0
30,19,1.6,1.5
4,2,2.0,2.0
17,9,1.9,1.9
14,6,2.3,2.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
19,7,2.7,2.6
15,3,5.0,5.0
8,7,1.1,1.1
3,1,3.0,3.0
2,1,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
23,8,2.9,2.4
277,62,4.5,2.1
35,15,2.3,1.9
6,4,1.5,1.2
4,3,1.3,1.3
1,1,1.0,1.0
8,5,1.6,1.6
1,1,1.0,1.0
3,3,1.0,1.0
32,13,2.5,1.8
1,1,1.0,1.0
3,2,1.5,1.5
2,1,2.0,2.0
1,1,1.0,1.0
85,15,5.7,2.7
1,1,1.0,1.0
1,1,1.0,1.0
34,9,3.8,2.9
366,68,5.4,2.4
1,1,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
10,5,2.0,1.8
74,26,2.8,2.2
4,4,1.0,1.0
20,8,2.5,1.9
2,1,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
4,1,4.0,3.0
1,1,1.0,1.0
30,11,2.7,2.3
1,1,1.0,1.0
19,8,2.4,1.9
1,1,1.0,1.0
14,8,1.8,1.8
1,1,1.0,1.0
4,4,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
29,12,2.4,2.2
1,1,1.0,1.0
28,5,5.6,2.8
16,9,1.8,1.6
11,4,2.8,2.0
11,1,11.0,7.0
3,1,3.0,3.0
1,1,1.0,1.0
78,26,3.0,2.1
4,4,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
8,5,1.6,1.4
8,5,1.6,1.4
18,8,2.2,1.9
10,4,2.5,2.5
2,2,1.0,1.0
4,1,4.0,4.0
7,5,1.4,1.4
16,10,1.6,1.5
1,1,1.0,1.0
1,1,1.0,1.0
77,28,2.8,2.1
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
33,10,3.3,2.5
4,2,2.0,2.0
4,4,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
10,9,1.1,1.1
4,2,2.0,2.0
3,1,3.0,3.0
31,13,2.4,1.9
1,1,1.0,1.0
6,3,2.0,2.0
56,13,4.3,2.2
3,2,1.5,1.5
7,3,2.3,1.7
3,3,1.0,1.0
2,2,1.0,1.0
4,2,2.0,2.0
406,101,4.0,1.9
138,52,2.7,1.8
3,3,1.0,1.0
1,1,1.0,1.0
6,6,1.0,1.0
1,1,1.0,1.0
11,7,1.6,1.3
1,1,1.0,1.0
16,8,2.0,1.6
38,6,6.3,2.3
3,3,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
3,1,3.0,3.0
8,7,1.1,1.1
1,1,1.0,1.0
9,5,1.8,1.6
4,4,1.0,1.0
1,1,1.0,1.0
177,23,7.7,4.0
10,7,1.4,1.3
15,3,5.0,3.3
5,2,2.5,2.5
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
5,1,5.0,3.0
13,6,2.2,1.8
12,7,1.7,1.6
10,6,1.7,1.5
6,5,1.2,1.2
1,1,1.0,1.0
20,11,1.8,1.6
5,4,1.2,1.2
179,31,5.8,3.3
13,6,2.2,1.5
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
527,109,4.8,1.9
14,10,1.4,1.4
3,2,1.5,1.5
14,12,1.2,1.2
16,9,1.8,1.8
14,7,2.0,1.7
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
7,6,1.2,1.2
1,1,1.0,1.0
11,7,1.6,1.4
7,4,1.8,1.8
1,1,1.0,1.0
4,3,1.3,1.3
3,3,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
2,2,1.0,1.0
1,1,1.0,1.0
5,4,1.2,1.2
1,1,1.0,1.0
2,2,1.0,1.0
17,12,1.4,1.2
1,1,1.0,1.0
2,2,1.0,1.0
17,5,3.4,3.2
35,23,1.5,1.3
9,5,1.8,1.8
2,2,1.0,1.0
6,4,1.5,1.5
14,13,1.1,1.1
2,2,1.0,1.0
22,12,1.8,1.5
2,2,1.0,1.0
25,16,1.6,1.4
3,2,1.5,1.5
2,1,2.0,2.0
3,1,3.0,3.0
3,3,1.0,1.0
8,3,2.7,2.7
5,4,1.2,1.2
34,9,3.8,2.6
93,12,7.8,3.7
134,23,5.8,2.4
6,4,1.5,1.5
3,2,1.5,1.5
4,3,1.3,1.3
3,2,1.5,1.5
8,5,1.6,1.4
1,1,1.0,1.0
8,8,1.0,1.0
2,2,1.0,1.0
54,31,1.7,1.5
1,1,1.0,1.0
1,1,1.0,1.0
244,58,4.2,1.9
4,3,1.3,1.3
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
6,5,1.2,1.2
2,2,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
6,6,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
87,27,3.2,2.3
1,1,1.0,1.0
4,4,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
2,2,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
7,4,1.8,1.8
5,4,1.2,1.2
1,1,1.0,1.0
2,1,2.0,2.0
11,11,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
2,1,2.0,2.0
2,1,2.0,2.0
1,1,1.0,1.0
8,6,1.3,1.3
1,1,1.0,1.0
96,25,3.8,2.1
14,7,2.0,1.7
3,1,3.0,3.0
176,34,5.2,2.8
1,1,1.0,1.0
9,8,1.1,1.1
5,1,5.0,3.0
2,2,1.0,1.0
20,10,2.0,1.5
1,1,1.0,1.0
2,1,2.0,2.0
7,3,2.3,2.0
2,2,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
7,2,3.5,3.0
11,5,2.2,2.2
8,4,2.0,2.0
20,4,5.0,3.8
30,12,2.5,2.0
2,2,1.0,1.0
22,8,2.8,1.8
1,1,1.0,1.0
12,5,2.4,1.6
1,1,1.0,1.0
3,3,1.0,1.0
5,4,1.2,1.2
3,3,1.0,1.0
11,6,1.8,1.8
19,9,2.1,2.1
335,46,7.3,2.7
58,28,2.1,1.7
21,5,4.2,3.0
3,1,3.0,3.0
2,2,1.0,1.0
3,2,1.5,1.5
4,4,1.0,1.0
1,1,1.0,1.0
7,6,1.2,1.2
1,1,1.0,1.0
10,5,2.0,2.0
4,4,1.0,1.0
71,13,5.5,2.7
53,14,3.8,2.7
13,3,4.3,4.0
5,4,1.2,1.2
2,2,1.0,1.0
7,3,2.3,2.3
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
9,7,1.3,1.3
1,1,1.0,1.0
4,3,1.3,1.3
8,3,2.7,2.3
8,8,1.0,1.0
1,1,1.0,1.0
42,31,1.4,1.3
5,1,5.0,3.0
37,19,1.9,1.7
1,1,1.0,1.0
142,68,2.1,1.8
9,3,3.0,2.0
15,5,3.0,2.2
9,8,1.1,1.1
1,1,1.0,1.0
11,6,1.8,1.7
1,1,1.0,1.0
55,33,1.7,1.5
58,19,3.1,2.1
1,1,1.0,1.0
27,17,1.6,1.6
7,4,1.8,1.2
1,1,1.0,1.0
6,3,2.0,2.0
11,11,1.0,1.0
9,7,1.3,1.3
1,1,1.0,1.0
1,1,1.0,1.0
135,39,3.5,1.7
3,2,1.5,1.5
4,3,1.3,1.3
1,1,1.0,1.0
1,1,1.0,1.0
21,9,2.3,2.0
1,1,1.0,1.0
43,19,2.3,1.7
7,3,2.3,1.7
32,8,4.0,3.0
1,1,1.0,1.0
1,1,1.0,1.0
8,5,1.6,1.6
2,2,1.0,1.0
5,2,2.5,2.0
2,1,2.0,2.0
2,1,2.0,2.0
2,1,2.0,2.0
1,1,1.0,1.0
6,2,3.0,3.0
26,12,2.2,1.9
3,2,1.5,1.5
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
5,2,2.5,2.5
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
14,9,1.6,1.3
9,8,1.1,1.1
18,2,9.0,4.5
12,9,1.3,1.3
1,1,1.0,1.0
64,20,3.2,2.3
32,16,2.0,1.9
2,1,2.0,2.0
1,1,1.0,1.0
3,2,1.5,1.5
9,8,1.1,1.1
36,31,1.2,1.1
1,1,1.0,1.0
8,4,2.0,1.8
7,4,1.8,1.5
1,1,1.0,1.0
8,4,2.0,2.0
47,9,5.2,3.2
1,1,1.0,1.0
1,1,1.0,1.0
5,4,1.2,1.2
6,6,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
7,3,2.3,1.7
1,1,1.0,1.0
1,1,1.0,1.0
3,3,1.0,1.0
2,1,2.0,2.0
5,2,2.5,2.0
16,7,2.3,2.1
2,2,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
5,3,1.7,1.7
1,1,1.0,1.0
1,1,1.0,1.0
5,3,1.7,1.7
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
482,413,1.2,1.1
56,27,2.1,1.8
1,1,1.0,1.0
11,7,1.6,1.6
14,6,2.3,2.0
3,3,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
133,21,6.3,3.4
1,1,1.0,1.0
1,1,1.0,1.0
43,15,2.9,1.9
1,1,1.0,1.0
23,7,3.3,2.3
5,5,1.0,1.0
7,3,2.3,2.3
4,3,1.3,1.3
1,1,1.0,1.0
1,1,1.0,1.0
12,5,2.4,1.6
11,4,2.8,2.0
1,1,1.0,1.0
8,7,1.1,1.1
2,2,1.0,1.0
2,1,2.0,2.0
18,8,2.2,1.5
1,1,1.0,1.0
11,9,1.2,1.2
29,4,7.2,4.2
1,1,1.0,1.0
2,2,1.0,1.0
3,2,1.5,1.5
6,3,2.0,2.0
38,4,9.5,4.5
2,2,1.0,1.0
231,61,3.8,2.5
1,1,1.0,1.0
3,2,1.5,1.5
2,2,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
10,7,1.4,1.3
10,4,2.5,2.5
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
4,2,2.0,1.5
4,1,4.0,4.0
7,4,1.8,1.8
1,1,1.0,1.0
9,5,1.8,1.8
1,1,1.0,1.0
39,21,1.9,1.7
3,1,3.0,3.0
11,6,1.8,1.8
2,1,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
9,4,2.2,2.2
1,1,1.0,1.0
28,10,2.8,1.9
1,1,1.0,1.0
2,2,1.0,1.0
20,13,1.5,1.3
1,1,1.0,1.0
52,14,3.7,2.1
17,11,1.5,1.5
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
21,8,2.6,1.8
3,3,1.0,1.0
10,4,2.5,2.2
6,1,6.0,6.0
3,2,1.5,1.5
2,2,1.0,1.0
64,16,4.0,2.2
26,15,1.7,1.6
2,2,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
7,4,1.8,1.8
4,4,1.0,1.0
5,3,1.7,1.7
2,2,1.0,1.0
6,2,3.0,2.5
1,1,1.0,1.0
4,1,4.0,4.0
1,1,1.0,1.0
56,16,3.5,2.3
1,1,1.0,1.0
7,1,7.0,5.0
4,4,1.0,1.0
4,3,1.3,1.3
26,16,1.6,1.4
71,9,7.9,3.6
1,1,1.0,1.0
3,3,1.0,1.0
2,2,1.0,1.0
9,4,2.2,1.8
10,9,1.1,1.1
23,7,3.3,2.1
11,9,1.2,1.2
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
75,24,3.1,2.2
1,1,1.0,1.0
12,5,2.4,1.8
2,1,2.0,2.0
2,1,2.0,2.0
1,1,1.0,1.0
2,1,2.0,2.0
2,1,2.0,2.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
120,28,4.3,2.3
13,10,1.3,1.3
12,5,2.4,2.4
1,1,1.0,1.0
13,8,1.6,1.6
24,5,4.8,3.6
52,17,3.1,2.4
8,2,4.0,3.5
4,1,4.0,3.0
6,3,2.0,2.0
294,61,4.8,2.4
7,2,3.5,3.5
46,15,3.1,1.7
1,1,1.0,1.0
16,12,1.3,1.3
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
99,26,3.8,2.7
1,1,1.0,1.0
37,10,3.7,2.7
1,1,1.0,1.0
42,8,5.2,2.8
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
26,6,4.3,2.3
5,5,1.0,1.0
28,14,2.0,1.8
1,1,1.0,1.0
1,1,1.0,1.0
9,4,2.2,1.8
36,8,4.5,3.4
6,1,6.0,6.0
8,6,1.3,1.3
58,22,2.6,1.9
1,1,1.0,1.0
10,4,2.5,2.2
33,13,2.5,2.1
2,2,1.0,1.0
2,2,1.0,1.0
23,12,1.9,1.8
1,1,1.0,1.0
1,1,1.0,1.0
4,4,1.0,1.0
15,6,2.5,2.2
1,1,1.0,1.0
5,4,1.2,1.2
1,1,1.0,1.0
67,19,3.5,2.2
1,1,1.0,1.0
4,4,1.0,1.0
66,9,7.3,4.7
1,1,1.0,1.0
1,1,1.0,1.0
14,4,3.5,3.5
13,2,6.5,4.5
12,5,2.4,2.2
6,5,1.2,1.2
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
14,8,1.8,1.5
82,23,3.6,2.1
24,22,1.1,1.1
1,1,1.0,1.0
10,5,2.0,1.8
14,6,2.3,2.2
4,3,1.3,1.3
15,6,2.5,1.8
3,2,1.5,1.5
11,8,1.4,1.4
42,10,4.2,2.7
1,1,1.0,1.0
2,1,2.0,2.0
2,1,2.0,2.0
2,1,2.0,2.0
1,1,1.0,1.0
3,3,1.0,1.0
2,2,1.0,1.0
150,17,8.8,4.0
1,1,1.0,1.0
5,4,1.2,1.2
1,1,1.0,1.0
24,6,4.0,2.8
5,3,1.7,1.7
4,3,1.3,1.3
27,16,1.7,1.5
3,2,1.5,1.5
355,38,9.3,4.1
7,3,2.3,2.3
33,3,11.0,6.3
1,1,1.0,1.0
22,6,3.7,2.7
1,1,1.0,1.0
2,2,1.0,1.0
2,2,1.0,1.0
2,2,1.0,1.0
5,2,2.5,2.0
2,1,2.0,2.0
26,14,1.9,1.8
2,2,1.0,1.0
9,5,1.8,1.8
1,1,1.0,1.0
229,18,12.7,5.2
5,1,5.0,5.0
1,1,1.0,1.0
1,1,1.0,1.0
3,3,1.0,1.0
2,2,1.0,1.0
241,50,4.8,3.0
2,1,2.0,2.0
2,1,2.0,2.0
2,1,2.0,2.0
2,1,2.0,2.0
2,1,2.0,2.0
107,37,2.9,2.2
4,4,1.0,1.0
3,2,1.5,1.5
2,1,2.0,2.0
2,1,2.0,2.0
21,10,2.1,1.8
164,19,8.6,3.8
1,1,1.0,1.0
1,1,1.0,1.0
169,40,4.2,3.3
12,11,1.1,1.1
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
4,1,4.0,4.0
74,24,3.1,2.5
2,1,2.0,2.0
25,11,2.3,1.7
1,1,1.0,1.0
1,1,1.0,1.0
8,2,4.0,4.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
2,2,1.0,1.0
9,4,2.2,2.0
2,2,1.0,1.0
1,1,1.0,1.0
33,2,16.5,8.0
1,1,1.0,1.0
1,1,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
15,12,1.2,1.2
2,1,2.0,2.0
1,1,1.0,1.0
8,5,1.6,1.4
6,2,3.0,3.0
514,86,6.0,2.2
14,11,1.3,1.2
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
3,1,3.0,3.0
26,14,1.9,1.6
8,4,2.0,2.0
2,1,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
6,3,2.0,2.0
2,2,1.0,1.0
1,1,1.0,1.0
3,2,1.5,1.5
7,6,1.2,1.2
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
5,4,1.2,1.2
15,4,3.8,3.5
37,9,4.1,2.6
3,3,1.0,1.0
1,1,1.0,1.0
3,1,3.0,3.0
11,10,1.1,1.1
5,5,1.0,1.0
1,1,1.0,1.0
7,7,1.0,1.0
9,2,4.5,4.0
24,10,2.4,2.1
19,11,1.7,1.5
3,3,1.0,1.0
12,5,2.4,2.4
1,1,1.0,1.0
1,1,1.0,1.0
3,2,1.5,1.5
1,1,1.0,1.0
2,1,2.0,2.0
5,2,2.5,2.5
1,1,1.0,1.0
2,2,1.0,1.0
24,7,3.4,2.3
158,24,6.6,3.2
7,7,1.0,1.0
2,2,1.0,1.0
362,63,5.7,2.6
1,1,1.0,1.0
11,1,11.0,7.0
1,1,1.0,1.0
3,3,1.0,1.0
1,1,1.0,1.0
18,8,2.2,1.8
12,6,2.0,1.5
2,2,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
198,8,24.8,9.0
12,8,1.5,1.5
6,5,1.2,1.2
3,3,1.0,1.0
12,3,4.0,1.7
9,6,1.5,1.5
3,3,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
15,6,2.5,2.3
2,2,1.0,1.0
5,2,2.5,2.5
3,2,1.5,1.5
1,1,1.0,1.0
1,1,1.0,1.0
13,10,1.3,1.2
5,4,1.2,1.2
2,2,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
1,1,1.0,1.0
4,4,1.0,1.0
3,3,1.0,1.0
9,4,2.2,2.2
49,6,8.2,3.3
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
9,8,1.1,1.1
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
393,66,6.0,2.3
1,1,1.0,1.0
3,3,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
11,7,1.6,1.4
1,1,1.0,1.0
94,17,5.5,2.6
64,32,2.0,1.5
89,37,2.4,1.8
1,1,1.0,1.0
1,1,1.0,1.0
142,31,4.6,2.9
1,1,1.0,1.0
2,2,1.0,1.0
6,3,2.0,2.0
3,3,1.0,1.0
1,1,1.0,1.0
8,4,2.0,2.0
5,1,5.0,3.0
4,3,1.3,1.3
118,41,2.9,2.2
41,7,5.9,4.1
1,1,1.0,1.0
47,20,2.4,2.0
1,1,1.0,1.0
1,1,1.0,1.0
3,2,1.5,1.5
9,2,4.5,3.5
156,50,3.1,2.0
1,1,1.0,1.0
25,10,2.5,2.4
11,6,1.8,1.8
5,3,1.7,1.7
66,6,11.0,5.2
4,3,1.3,1.3
15,7,2.1,2.1
17,13,1.3,1.3
1,1,1.0,1.0
6,5,1.2,1.2
23,3,7.7,5.0
4,3,1.3,1.3
2,1,2.0,2.0
1,1,1.0,1.0
90,35,2.6,1.6
6,5,1.2,1.2
1,1,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
14,5,2.8,2.0
3,1,3.0,3.0
2,1,2.0,2.0
7,5,1.4,1.4
7,4,1.8,1.8
6,1,6.0,3.0
24,18,1.3,1.3
4,2,2.0,2.0
2,2,1.0,1.0
2,1,2.0,2.0
1,1,1.0,1.0
2,2,1.0,1.0
28,14,2.0,2.0
295,65,4.5,2.0
3,2,1.5,1.5
112,13,8.6,4.7
1,1,1.0,1.0
25,13,1.9,1.8
39,15,2.6,2.2
1,1,1.0,1.0
149,36,4.1,2.4
1,1,1.0,1.0
2,2,1.0,1.0
11,6,1.8,1.7
25,9,2.8,2.2
9,7,1.3,1.3
1,1,1.0,1.0
108,12,9.0,3.9
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
6,4,1.5,1.5
4,4,1.0,1.0
3,3,1.0,1.0
2,1,2.0,2.0
89,37,2.4,1.9
1,1,1.0,1.0
1,1,1.0,1.0
2,2,1.0,1.0
13,5,2.6,1.8
4,2,2.0,2.0
1,1,1.0,1.0
3,1,3.0,3.0
1,1,1.0,1.0
2,2,1.0,1.0
1,1,1.0,1.0
12,9,1.3,1.3
1,1,1.0,1.0
1,1,1.0,1.0
3,2,1.5,1.5
11,10,1.1,1.1
8,3,2.7,2.3
2,1,2.0,2.0
14,8,1.8,1.5
6,4,1.5,1.5
6,3,2.0,2.0
340,276,1.2,1.2
1,1,1.0,1.0
1,1,1.0,1.0
5,4,1.2,1.2
1,1,1.0,1.0
1,1,1.0,1.0
39,20,2.0,1.6
1,1,1.0,1.0
28,15,1.9,1.7
2,2,1.0,1.0
1,1,1.0,1.0
1,1,1.0,1.0
4,3,1.3,1.3
1,1,1.0,1.0
3,3,1.0,1.0
1,1,1.0,1.0
3,2,1.5,1.5
1,1,1.0,1.0
59,15,3.9,2.7
1,1,1.0,1.0
13,5,2.6,1.8
120,24,5.0,2.4
1,1,1.0,1.0
13,4,3.2,2.5
2,1,2.0,2.0
9,2,4.5,3.0
